Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit,Fraud
Master Card,Wells Fargo,5.18547E+15,Risa X Donato,876,Jun-10,Jun-18,7,9907,160800,0
Discover,Discover,6.22771E+15,Lucille Mack,567,May-17,May-18,19,4640,50000,0
Discover,Discover,6.47723E+15,Giuseppe Gilreath,992,Feb-09,Feb-16,9,4916,194900,0
Discover,Discover,6.01162E+15,Sarah Robinson,397,Dec-16,Dec-36,9,2538,26100,0
Master Card,Chase,5.11093E+15,Leatrice Ruggiero,663,Aug-17,Aug-20,21,8693,55800,0
Japan Credit Bureau,JCB,3.58482E+15,Michelle V Johnston,584,Sep-17,Sep-31,17,41,53700,0
Diners Club International,Diners Club,3.04596E+13,Delbert E Lai,372,Apr-13,Apr-23,8,5932,24600,0
Discover,Discover,6.01159E+15,Darrell M Wise,348,Jan-16,Jan-19,16,334,111600,0
Japan Credit Bureau,JCB,3.5484E+15,Jorge Q Snavely,589,May-17,May-26,2,5278,172100,1
Discover,Discover,6.2288E+15,Jamie Z Greene,764,Jul-17,Jul-22,25,2868,154800,0
Diners Club International,Diners Club,3.00291E+13,Latricia M Cashman,505,Nov-09,Nov-23,26,2207,130100,1
Diners Club International,Diners Club,3.0246E+13,Teresa Y George,350,Oct-16,Oct-30,4,9732,137100,0
American Express,Bank of America,3.72042E+14,Brittney Harman,1855,Dec-09,Dec-29,22,4910,68300,0
Master Card,Chase,5.45731E+15,Glen T Washington,532,Jul-15,Jul-19,16,2998,25500,0
Visa,Wells Fargo,4.6819E+15,Odelia M Parke,462,May-16,May-28,24,7240,175900,0
Discover,Discover,6.01161E+15,Clyde H Rocha,265,Sep-10,Sep-27,22,865,122200,1
Japan Credit Bureau,JCB,3.57088E+15,Adrien Laclair,27,Oct-09,Oct-25,25,5310,172400,1
Diners Club International,Diners Club,3.02462E+13,Kevin K Mathis,62,Jun-07,Jun-09,9,2894,152900,0
Diners Club International,Diners Club,3.04477E+13,Jacqualine Nave,645,Feb-14,Feb-22,15,6764,43900,0
Visa,Chase,4.60553E+15,Katie Brown,623,Mar-07,Mar-24,9,7161,196100,1
American Express,U.S. Bancorp,3.4937E+14,Vashti L Deane,6959,Sep-17,Sep-26,28,4325,13700,0
American Express,American Express,3.78778E+14,Jesse S Emerson,4298,Dec-13,Dec-24,8,4640,106800,0
American Express,American Express,3.47434E+14,Aurore O Voss,3866,Jan-17,Jan-26,3,7653,85300,0
American Express,USAA,3.49957E+14,Susan Mcclure,5180,May-08,May-14,17,8617,30100,0
Discover,Discover,6.01168E+15,Rolland Q Hass,466,Mar-15,Mar-16,14,86,115400,0
Japan Credit Bureau,JCB,3.53887E+15,Robert G Good,978,Sep-15,Sep-31,2,9468,88100,0
Discover,Discover,6.54539E+15,Alejandrina Lilley,62,Sep-12,Sep-32,8,9332,89900,0
Diners Club International,Diners Club,3.90038E+13,Samantha F Norris,888,Sep-17,Sep-28,20,7585,28200,0
Visa,Bank of America,4.70445E+15,Miguel M Deangelo,959,Jan-08,Jan-26,5,3663,132200,1
Master Card,GE Capital,5.2782E+15,Samantha Randolph,750,Mar-13,Mar-33,27,9794,51700,0
American Express,Bank of America,3.44844E+14,Sharonda Bunting,8119,Feb-16,Feb-24,19,7682,14400,0
Diners Club International,Diners Club,3.01788E+13,Kathryn G Mckay,855,May-15,May-23,10,7052,95200,0
American Express,American Express,3.49579E+14,Emery I Mcknight,902,Oct-15,Oct-32,5,4221,76700,0
Master Card,Chase,5.41344E+15,Suzanne U Rose,440,Oct-10,Oct-20,18,3747,19200,0
Visa,Citibank,4.90413E+15,Idell F Everett,996,Oct-13,Oct-16,2,1442,186800,0
Master Card,Chase,5.49096E+15,Alex L Hutchinson,911,Feb-12,Feb-16,10,1419,162000,1
Japan Credit Bureau,JCB,3.53719E+15,Vickie Z Moye,319,May-08,May-21,24,6679,73100,0
Discover,Discover,6.01156E+15,Ralph N Whitley,489,Nov-09,Nov-17,18,2198,57200,0
American Express,American Express,3.71731E+14,Erna N Athey,747,Jul-12,Jul-24,6,1121,38200,0
Diners Club International,Diners Club,3.09097E+13,Francis X Carroll,494,Dec-10,Dec-29,22,9787,188600,0
Visa,Wells Fargo,4.41513E+15,Delfina P Elson,882,Jul-15,Jul-26,9,1861,158300,0
Japan Credit Bureau,JCB,3.55471E+15,Lawrence Whitley,84,Jun-16,Jun-28,16,8295,114800,0
Diners Club International,Diners Club,3.09848E+13,Kimbra Montano,552,Apr-13,Apr-28,23,401,113700,0
Japan Credit Bureau,JCB,3.5609E+15,Dan Barton,98,Jan-17,Jan-35,23,1734,24500,0
Master Card,Chase,5.25481E+15,Mirta A Bissonnette,385,Aug-10,Aug-16,22,9158,130200,1
Visa,Chase,4.05103E+15,Aaron U Woods,652,Sep-07,Sep-22,11,9492,97400,0
Japan Credit Bureau,JCB,3.53942E+15,Ellena L Obryant,869,Sep-17,Sep-23,19,45,139100,1
Discover,Discover,6.01166E+15,Joanne A Pope,143,Aug-10,Aug-15,12,5597,77100,0
Discover,Discover,6.01147E+15,Danial Race,483,Dec-15,Dec-22,19,1681,14000,0
Discover,Discover,6.01119E+15,Tim Y Hardy,65,Feb-13,Feb-25,24,2081,178400,1
Diners Club International,Diners Club,3.00656E+13,Stephen J Fortney,858,Sep-17,Sep-34,5,4301,175700,0
Diners Club International,Diners Club,3.09453E+13,Anne R Collins,470,Jan-17,Jan-20,21,9257,126500,0
Japan Credit Bureau,JCB,3.5699E+15,Efren E Horan,565,Mar-11,Mar-17,14,3918,196200,1
American Express,American Express,3.46001E+14,Rose E Kerr,3423,Nov-17,Nov-31,6,8224,18500,0
American Express,Bank of America,3.73176E+14,Nicholas D Goodman,6480,Mar-16,Mar-27,27,9811,112800,0
Master Card,Capital One,5.44396E+15,Carol Jennings,498,Dec-16,Dec-31,5,3413,89000,0
Discover,Discover,6.52478E+15,Ernesto Braley,313,Jul-17,Jul-23,6,1890,84600,0
Japan Credit Bureau,JCB,3.55541E+15,Roberto C Frank,92,Aug-13,Aug-18,10,5482,123000,0
Japan Credit Bureau,JCB,3.57426E+15,Arturo K Sokol,511,Jan-14,Jan-31,25,7014,157700,1
Diners Club International,Diners Club,3.09514E+13,Glen S Hughes,551,Mar-08,Mar-28,11,7372,67200,0
Diners Club International,Diners Club,3.04661E+13,Nicol Ochs,749,Jan-16,Jan-24,23,5808,48100,0
Master Card,Bank of America,5.14175E+15,Herman X Underwood,984,Jun-16,Jun-17,2,8848,14700,0
Master Card,Bank of America,5.19003E+15,Rosendo Lindberg,541,Feb-13,Feb-24,8,4056,42800,0
American Express,USAA,3.47211E+14,Elaine C Harmon,8816,Sep-16,Sep-21,21,7322,68400,0
Japan Credit Bureau,JCB,3.55277E+15,Andrew White,192,Jan-08,Jan-14,7,5228,172300,0
American Express,U.S. Bancorp,3.46089E+14,Jonathan Jones,7900,Jun-17,Jun-20,14,5279,66900,0
Japan Credit Bureau,JCB,3.56551E+15,Ramon C Stivers,791,Nov-15,Nov-17,10,3194,180600,1
Master Card,Barclays,5.10644E+15,Nicole W Long,286,Feb-07,Feb-27,1,7119,149700,0
Diners Club International,Diners Club,3.05374E+13,Devon Z Connolly,742,May-15,May-19,9,6708,12500,0
Discover,Discover,6.01164E+15,Philip L Klein,395,Apr-09,Apr-13,23,725,151900,1
Master Card,Citibank,5.13263E+15,Emanuel O Baugher,167,Oct-15,Oct-18,24,9701,15800,0
Japan Credit Bureau,JCB,3.5883E+15,Jamie U Randall,743,Sep-13,Sep-25,5,1566,40800,0
Diners Club International,Diners Club,3.03242E+13,Grady V Goebel,895,Apr-09,Apr-29,5,3964,106000,1
Discover,Discover,6.01146E+15,Marilyn Z Wheeler,256,Jun-15,Jun-24,15,9661,48000,0
Discover,Discover,6.01154E+15,Novella T Tierney,104,Jul-16,Jul-25,3,3274,35500,0
Visa,GE Capital,4.99136E+15,Billy Love,670,Sep-07,Sep-14,16,2195,145300,0
Discover,Discover,6.0116E+15,Vanessa O Leake,187,Dec-16,Dec-28,23,528,109600,1
Master Card,Barclays,5.33647E+15,Michelle Powers,620,Jan-09,Jan-24,12,7121,83600,0
Diners Club International,Diners Club,3.0079E+13,Elvin H Montemayor,986,Nov-13,Nov-24,5,1943,26200,0
American Express,American Express,3.73481E+14,Lloyd Valencia,5825,Feb-16,Feb-22,9,5546,117600,1
American Express,USAA,3.45091E+14,Shela G Renner,8053,Sep-07,Sep-26,26,4901,26500,0
Discover,Discover,6.01176E+15,Carmen Odonnell,937,Jan-15,Jan-17,8,3223,119100,1
Diners Club International,Diners Club,3.00266E+13,Aurelio H Madden,188,Jul-12,Jul-25,9,8472,39000,0
Visa,Cabelas WFB,4.29936E+15,Corey L Michael,775,Feb-09,Feb-18,27,3952,149200,1
Diners Club International,Diners Club,3.0235E+13,Tabitha R Bolt,357,Dec-12,Dec-21,27,8211,149300,1
Diners Club International,Diners Club,3.09403E+13,Carlos T Riddle,446,Dec-14,Dec-33,16,209,95700,0
Discover,Discover,6.5459E+15,Stephan Q Elledge,463,May-07,May-18,20,9266,71600,0
American Express,American Express,3.48401E+14,Craig O Mccullough,2624,Jan-09,Jan-23,10,8817,21100,0
American Express,American Express,3.71005E+14,Rex F Hurley,7233,Jul-09,Jul-19,12,4371,101300,1
American Express,Bank of America,3.40429E+14,Glen Potter,5067,Feb-09,Feb-16,13,1966,62800,0
Japan Credit Bureau,JCB,3.53617E+15,Silas I Nicol,331,Jul-15,Jul-34,9,5783,178400,1
American Express,American Express,3.48906E+14,Jesus H Sosa,5079,Mar-12,Mar-23,22,6399,105000,1
Diners Club International,Diners Club,3.05689E+13,Virginia L Rowles,265,Feb-15,Feb-29,16,2731,15400,0
Master Card,Wells Fargo,5.20133E+15,Ida V Bryant,133,May-10,May-11,4,6068,61400,0
Discover,Discover,6.46695E+15,Claude Byler,384,Jul-08,Jul-11,7,8432,57500,0
Japan Credit Bureau,JCB,3.54948E+15,Kelly X Reed,887,Oct-16,Oct-31,9,6090,130300,1
Diners Club International,Diners Club,3.6634E+13,Desiree Gerlach,749,May-08,May-25,3,3239,49600,0
Master Card,Wells Fargo,5.26834E+15,Jeffrey S Estes,528,Mar-15,Mar-26,8,8297,56500,0
Japan Credit Bureau,JCB,3.55394E+15,Shaniqua Ransom,514,Feb-16,Feb-27,2,2986,16000,0
Visa,Wells Fargo,4.64852E+15,Valerie E Ingram,696,Nov-13,Nov-18,17,1200,90100,0
Master Card,Capital One,5.18796E+15,Coralie H Rashid,259,Jun-09,Jun-16,8,4092,141200,1
Diners Club International,Diners Club,3.00696E+13,Leroy Boyer,249,Jan-10,Jan-12,21,9684,106200,1
Discover,Discover,6.22345E+15,Assunta J Osgood,424,Feb-17,Feb-18,16,9484,82100,0
American Express,American Express,3.73888E+14,Melvin U Patton,8155,Oct-08,Oct-16,16,2235,54400,0
Diners Club International,Diners Club,3.09584E+13,Ahmed Y Oconnor,231,Dec-10,Dec-29,11,1900,187300,1
Japan Credit Bureau,JCB,3.55072E+15,Jane Talley,265,Apr-10,Apr-15,23,6030,197800,1
Diners Club International,Diners Club,3.61631E+13,Rudolph N Buettner,794,Feb-09,Feb-10,19,3641,115000,0
Master Card,Wells Fargo,5.33361E+15,Eddie Burris,472,Sep-10,Sep-24,19,2678,30200,0
Japan Credit Bureau,JCB,3.54563E+15,Kathern W Rowland,792,Sep-09,Sep-21,2,4332,83900,0
Master Card,Capital One,5.28491E+15,Diane G Mason,598,Sep-14,Sep-18,5,9947,132900,0
Master Card,GE Capital,5.12089E+15,Lane T Mckelvey,743,Jan-12,Jan-17,20,749,152100,1
Master Card,Bank of America,5.19783E+15,Harry K Mccullough,266,Sep-13,Sep-16,8,7275,59600,0
Visa,Chase,4.202E+15,Gillian M Corriveau,760,May-07,May-21,8,5281,191900,0
Discover,Discover,6.0117E+15,Andrea Aguilar,346,Oct-14,Oct-34,19,5384,28500,0
Master Card,Chase,5.43705E+15,Willian A Labonte,475,Apr-13,Apr-15,24,2088,43900,0
Visa,Wells Fargo,4.5852E+15,Ana Hoover,512,Jun-17,Jun-27,7,2810,175100,0
Diners Club International,Diners Club,3.03548E+13,Johnny R Pasquale,443,Aug-14,Aug-24,14,2516,140300,1
American Express,American Express,3.48913E+14,Anne Travis,6554,Aug-08,Aug-12,26,4657,106700,0
Japan Credit Bureau,JCB,3.56631E+15,Esteban F Stamey,308,Aug-17,Aug-23,21,3831,86600,0
Discover,Discover,6.01184E+15,Alexander Valencia,732,Feb-15,Feb-23,26,1391,22600,0
Visa,Chase,4.03135E+15,Anisa Wakefield,689,Aug-12,Aug-26,22,7840,147800,1
Japan Credit Bureau,JCB,3.54047E+15,Charlotte Maxwell,41,Sep-13,Sep-27,12,7985,150900,1
Japan Credit Bureau,JCB,3.53821E+15,Marylin F Kuntz,595,Aug-08,Aug-22,14,8450,181700,1
Discover,Discover,6.22868E+15,Phillip W Cameron,728,Jul-17,Jul-35,5,6229,52400,0
Diners Club International,Diners Club,3.67548E+13,Ivonne M Orourke,465,Jan-10,Jan-19,16,9744,111100,1
Master Card,U.S. Bancorp,5.12978E+15,Theresa R William,713,Apr-08,Apr-26,20,5517,150300,1
Discover,Discover,6.01112E+15,Treena J Coolidge,25,Jul-10,Jul-12,28,8620,183200,1
American Express,American Express,3.49712E+14,Carlos J Marks,3319,Feb-09,Feb-13,24,9920,96500,0
Master Card,U.S. Bancorp,5.27369E+15,Cori Menjivar,983,Apr-15,Apr-26,10,8566,71100,0
Diners Club International,Diners Club,3.6053E+13,Doris B Franklin,157,Sep-13,Sep-15,1,1865,41600,0
Japan Credit Bureau,JCB,3.58448E+15,Erinn Marron,578,Feb-07,Feb-23,4,3630,102700,0
Japan Credit Bureau,JCB,3.58426E+15,Denise Q Workman,519,May-08,May-19,11,5226,84200,0
Visa,Chase,4.86663E+15,Renee M Lanier,400,Jul-07,Jul-21,26,4146,156400,0
Visa,Chase,4.36797E+15,Kathy Holloway,780,May-15,May-34,26,3137,68400,0
Discover,Discover,6.01108E+15,Verna G Kaplan,444,Aug-15,Aug-18,22,8284,172000,0
Japan Credit Bureau,JCB,3.5562E+15,Peggy Knox,315,Aug-15,Aug-26,20,8355,45200,0
Master Card,GE Capital,5.35556E+15,Rossie W Savino,576,Oct-17,Oct-26,16,5980,194500,0
Master Card,Bank of America,5.33385E+15,Russell Y Witt,814,Aug-13,Aug-22,12,6464,47500,0
American Express,American Express,3.72358E+14,Enrique Z Copper,4222,Aug-16,Aug-36,13,4312,192100,0
Visa,Chase,4.25198E+15,Sandra C Nielsen,992,Feb-15,Feb-29,12,4746,160500,0
Discover,Discover,6.01198E+15,Davina Jansen,461,Sep-17,Sep-33,17,5882,130300,1
Japan Credit Bureau,JCB,3.56432E+15,Corey K Kline,843,Nov-15,Nov-16,5,2034,13400,0
Japan Credit Bureau,JCB,3.55289E+15,Bethanie Q Bevins,707,May-12,May-15,21,4273,71200,0
Visa,Chase,4.95497E+15,Jill Christian,237,Sep-07,Sep-26,1,7346,99100,0
American Express,American Express,3.73526E+14,Louis F Dockery,6870,Feb-14,Feb-27,11,3134,112400,0
Japan Credit Bureau,JCB,3.5754E+15,Gordon Potts,209,Mar-17,Mar-34,1,7625,150100,1
Visa,USAA,4.53384E+15,Stefania Hansel,265,Aug-12,Aug-23,20,7963,29900,0
Discover,Discover,6.01168E+15,Renee J Sawyer,511,Jan-10,Jan-29,24,7393,115100,1
Master Card,Bank of America,5.22432E+15,Sherilyn V Cusack,705,Apr-12,Apr-13,8,2146,56400,0
Discover,Discover,6.01183E+15,Ruby X Nichols,0,Jan-14,Jan-23,23,5631,200000,0
Japan Credit Bureau,JCB,3.5375E+15,Edgardo U Gittens,77,Feb-11,Feb-24,13,1319,92400,0
Master Card,Chase,5.1378E+15,Bertha E Dodson,818,Oct-07,Oct-08,17,7698,99300,0
Visa,Chase,4.49182E+15,Marty Z Southard,375,Feb-17,Feb-37,26,2610,16200,0
Master Card,Citibank,5.24244E+15,Jeffery U Gilliam,337,Apr-11,Apr-24,6,2600,60700,0
Diners Club International,Diners Club,3.0417E+13,Loren K Kapp,227,Jan-17,Jan-25,10,7829,197300,1
Master Card,Citibank,5.35297E+15,Roberta D Mcknight,141,Mar-13,Mar-28,24,8425,10500,0
Diners Club International,Diners Club,3.05198E+13,Angelo F Lent,405,Aug-16,Aug-21,27,2160,32400,0
American Express,American Express,3.78022E+14,Keith M Boyle,7907,Apr-16,Apr-30,8,1257,49700,0
American Express,American Express,3.74039E+14,Edmond P Twombly,8001,Feb-17,Feb-21,25,2434,164500,1
Discover,Discover,6.45752E+15,Rose D Vaughn,711,Mar-14,Mar-29,2,5373,163200,1
Visa,Cabelas WFB,4.45336E+15,Vernell Y Rutan,295,Jan-08,Jan-18,20,1523,28700,0
Visa,Chase,4.10611E+15,Jimmy D Rios,95,Aug-10,Aug-17,21,5045,75500,0
Master Card,Citibank,5.43322E+15,Lavera Munroe,255,Apr-13,Apr-19,14,7938,90400,0
Japan Credit Bureau,JCB,3.53017E+15,Nathan W Drake,927,Jul-16,Jul-29,18,757,42800,0
Discover,Discover,6.47463E+15,Russell V Magdaleno,639,Jun-14,Jun-32,11,2180,135200,1
American Express,American Express,3.45617E+14,Aaron U Workman,5887,Aug-17,Aug-34,25,5148,187200,1
Japan Credit Bureau,JCB,3.56002E+15,Son A Moorhead,743,Jun-07,Jun-11,25,3912,29800,0
Visa,Citibank,4.17388E+15,Grace Q Carson,785,Aug-17,Aug-22,12,6490,19200,0
Diners Club International,Diners Club,3.91345E+13,Branda Stivers,5,Mar-08,Mar-20,10,6518,109600,1
Discover,Discover,6.46715E+15,Eddie X Malone,418,Apr-10,Apr-22,12,25,30700,0
Master Card,Capital One,5.448E+15,Issac E Coons,983,Oct-08,Oct-19,9,8101,106100,1
Discover,Discover,6.01152E+15,Norman Medina,782,Oct-12,Oct-13,2,9961,66600,0
Japan Credit Bureau,JCB,3.53497E+15,Hoa M Nunez,508,Nov-12,Nov-28,18,492,135900,0
Master Card,Barclays,5.39943E+15,Alvin N Beasley,419,Oct-16,Oct-20,28,7444,63900,0
Discover,Discover,6.48986E+15,Mickey Doolittle,889,Oct-08,Oct-11,18,329,98500,0
Diners Club International,Diners Club,3.02128E+13,Alfred O Sanders,70,Sep-16,Sep-17,12,2322,52000,0
Master Card,Capital One,5.21088E+15,Alyson D Mullinax,191,Jun-07,Jun-25,26,8773,150300,1
Master Card,Chase,5.40283E+15,Jorge T Peters,824,Nov-13,Nov-14,12,9009,157300,0
Visa,USAA,4.05813E+15,Demetrius V Raposa,457,Dec-10,Dec-17,21,8908,26600,0
Master Card,Bank of America,5.44993E+15,Jesus Y Solis,519,Nov-11,Nov-24,2,9264,70100,0
American Express,USAA,3.45288E+14,Edmund Gorham,4807,Aug-10,Aug-25,13,2413,164800,1
Japan Credit Bureau,JCB,3.57722E+15,Charles Sexton,851,May-14,May-28,20,7194,143800,1
Japan Credit Bureau,JCB,3.54261E+15,Barbera N Stackhouse,280,Jan-09,Jan-17,9,9541,23500,0
Japan Credit Bureau,JCB,3.55674E+15,Paul Bruce,107,May-15,May-32,7,4300,67100,0
Discover,Discover,6.46128E+15,Tom G Pemberton,162,Apr-10,Apr-21,15,8994,68700,0
Japan Credit Bureau,JCB,3.56321E+15,Anna E Madden,692,Jun-14,Jun-30,26,4873,35700,0
American Express,USAA,3.73158E+14,Saul Maxfield,4330,Apr-11,Apr-19,21,6731,64800,0
American Express,American Express,3.48071E+14,Virginia E Byers,3756,Feb-14,Feb-30,2,4549,80200,0
Visa,Cabelas WFB,4.46999E+15,Aurelio A Scoggins,376,Nov-17,Nov-30,26,5291,46500,0
Discover,Discover,6.47332E+15,Cindy C Owens,425,Sep-13,Sep-19,12,7352,98200,0
Discover,Discover,6.01117E+15,Ervin C Chapman,216,Jun-13,Jun-19,11,7686,126300,0
Master Card,Chase,5.22331E+15,Henry Acosta,879,Jul-14,Jul-27,23,9012,146300,1
American Express,American Express,3.71539E+14,Neil Y Wynne,4850,Jan-08,Jan-24,23,2422,94800,0
Discover,Discover,6.0117E+15,Christine Benson,429,Oct-15,Oct-29,15,6899,21700,0
Diners Club International,Diners Club,3.02998E+13,Dodie Tynes,124,Jun-15,Jun-21,28,8724,198800,0
American Express,American Express,3.77714E+14,Amber Spence,5372,May-16,May-22,18,9358,67100,0
Diners Club International,Diners Club,3.04199E+13,Herlinda B Tinker,479,Dec-13,Dec-22,23,3508,154900,1
Discover,Discover,6.01109E+15,Kevin E Montgomery,535,Nov-09,Nov-23,4,9778,40800,0
Visa,Chase,4.96593E+15,Iva M Mcmurray,616,Aug-12,Aug-14,9,4182,160500,0
American Express,Bank of America,3.48154E+14,Fred T Sampson,1518,May-09,May-23,13,3201,172300,0
Japan Credit Bureau,JCB,3.53438E+15,Reggie Swanson,781,Aug-15,Aug-25,12,3827,105000,1
American Express,American Express,3.42329E+14,Christina W Hughes,5553,Nov-09,Nov-10,24,5776,10800,0
Diners Club International,Diners Club,3.09702E+13,Gillian K Hoch,291,Jan-07,Jan-09,7,7820,77000,0
Master Card,Chase,5.25262E+15,Allen Q Whitfield,406,Oct-13,Oct-23,27,9885,39900,0
Diners Club International,Diners Club,3.05106E+13,Jerilyn M Searle,95,Feb-10,Feb-15,9,3473,177900,1
Discover,Discover,6.56812E+15,Julia C Baird,837,Sep-09,Sep-24,3,239,52500,0
Discover,Discover,6.01113E+15,Hildegarde X Raber,101,Jul-09,Jul-11,24,6730,168400,1
Discover,Discover,6.47672E+15,Cathy K Conrad,337,Mar-13,Mar-25,6,8765,114200,1
Master Card,Bank of America,5.2984E+15,Shara Kieffer,656,Aug-17,Aug-28,14,2510,97600,0
Discover,Discover,6.01152E+15,Jesus Z Rogers,958,Aug-10,Aug-13,24,8599,103400,0
Master Card,Chase,5.49444E+15,Rodolfo Y Meacham,673,Jan-10,Jan-27,26,7737,63900,0
Diners Club International,Diners Club,3.00051E+13,Christine E Rollins,757,Oct-10,Oct-14,5,9984,141300,1
Master Card,Chase,5.47371E+15,Hester Q Thornton,108,Aug-14,Aug-16,5,8629,162700,0
Master Card,Bank of America,5.33672E+15,Beverly Duffy,798,Nov-11,Nov-28,6,3407,86800,0
Visa,Chase,4.19033E+15,Reginald Langer,205,Apr-17,Apr-26,19,6311,195000,1
Japan Credit Bureau,JCB,3.55823E+15,Juan I Greer,500,May-10,May-30,17,7761,121900,0
American Express,American Express,3.41393E+14,Marco U Dimaggio,1360,Aug-15,Aug-23,6,7305,97500,0
Japan Credit Bureau,JCB,3.54652E+15,Calvin Mayo,220,Dec-08,Dec-18,16,3867,129300,0
Visa,Citibank,4.9657E+15,Juan U Humes,766,Jan-14,Jan-16,18,7970,194100,0
American Express,Bank of America,3.72314E+14,Sara Fry,8703,May-08,May-25,4,6164,172300,1
Master Card,Bank of America,5.40955E+15,Weston W Fahey,384,Jun-08,Jun-14,17,4450,40700,0
Diners Club International,Diners Club,3.09823E+13,Roy Hansen,858,Sep-16,Sep-30,19,7863,64200,0
Visa,Chase,4.79489E+15,Cordie U Stogner,370,Aug-07,Aug-13,25,2188,193100,0
American Express,American Express,3.46788E+14,Anna B Everett,7306,Jul-07,Jul-10,24,7400,51600,0
American Express,American Express,3.74123E+14,Sofia K Trigg,555,Jul-15,Jul-27,8,1575,61400,0
Discover,Discover,6.01136E+15,Mike Gamble,754,Oct-15,Oct-27,11,6490,123700,0
Japan Credit Bureau,JCB,3.55962E+15,Stefany V Nowak,90,Feb-14,Feb-17,16,8799,77400,0
Discover,Discover,6.2256E+15,Melanie R Potts,96,Nov-08,Nov-12,20,2589,67800,0
American Express,American Express,3.73105E+14,Sammie U Cortes,1150,Jan-10,Jan-30,12,3441,102700,0
Discover,Discover,6.22909E+15,Kathleen Ortega,728,May-07,May-16,8,1090,157800,0
Visa,PNC,4.83538E+15,Etsuko L Mckinnon,321,Apr-15,Apr-29,13,6905,118700,1
Discover,Discover,6.22431E+15,Sean H Sellers,940,Apr-10,Apr-13,16,5051,130400,0
Visa,Chase,4.10929E+15,Neil I Schaub,956,Mar-16,Mar-22,12,8217,162800,0
Visa,Cabelas WFB,4.08609E+15,Dolores E Crane,758,Mar-11,Mar-18,20,2780,41300,0
Discover,Discover,6.22634E+15,Angelyn J Eddins,25,Feb-07,Feb-27,2,6282,134500,1
American Express,U.S. Bancorp,3.79079E+14,Steven E Moon,4907,Jan-09,Jan-24,9,6081,181200,1
Visa,Chase,4.38621E+15,India O Rigdon,395,Feb-17,Feb-32,22,138,143500,1
Diners Club International,Diners Club,3.01962E+13,Steve N Sellers,203,Nov-09,Nov-20,2,4481,128000,1
Visa,Chase,4.8617E+15,Heriberto Weidner,523,Aug-12,Aug-29,20,1287,25700,0
American Express,American Express,3.43075E+14,Christopher Whitehead,9147,Jul-16,Jul-32,5,3238,101700,1
Diners Club International,Diners Club,3.642E+13,Dorsey Asberry,424,Jan-11,Jan-25,23,4658,126600,0
Visa,Bank of America,4.08383E+15,Danielle Winters,902,Feb-17,Feb-28,10,5456,41900,0
Diners Club International,Diners Club,3.02584E+13,Cleo Q Manners,894,May-14,May-23,3,7261,171500,0
Visa,Chase,4.52152E+15,Ruth Underwood,461,Oct-07,Oct-14,14,1118,49300,0
Discover,Discover,6.01107E+15,Chong P Rubio,700,Dec-07,Dec-22,18,6108,127200,0
Diners Club International,Diners Club,3.05723E+13,Mark A Snow,346,Sep-09,Sep-28,24,8334,177400,0
Diners Club International,Diners Club,3.00619E+13,Kam D Dement,804,Jan-11,Jan-23,27,9440,161100,0
Discover,Discover,6.22378E+15,Stephanie P Higgins,626,Apr-12,Apr-28,13,4641,79800,0
Visa,Chase,4.14963E+15,Numbers Alderman,91,May-07,May-19,19,7854,84700,0
Diners Club International,Diners Club,3.01439E+13,Vincent C Sykes,719,Jul-13,Jul-18,4,8646,14900,0
Diners Club International,Diners Club,3.09946E+13,Diamond Gearhart,590,Oct-07,Oct-22,25,4358,44600,0
Master Card,Citibank,5.22407E+15,Theodore I Shepard,974,Nov-08,Nov-18,10,4832,197900,0
Visa,U.S. Bancorp,4.15795E+15,Marylou O Stickler,163,May-14,May-29,4,4950,92000,0
Visa,PNC,4.27649E+15,Elizabeth Trevino,388,Jul-17,Jul-35,15,6853,96100,0
Master Card,Bank of America,5.39817E+15,Marquerite Hyman,167,Aug-07,Aug-27,22,3753,109600,1
Master Card,USAA,5.3755E+15,Roger Brewer,647,Aug-08,Aug-16,26,7099,75200,0
Diners Club International,Diners Club,3.03353E+13,Grayce Frazee,86,Dec-17,Dec-35,24,9296,100800,0
Japan Credit Bureau,JCB,3.58536E+15,Annette Y Noble,382,Jun-08,Jun-20,9,2880,54700,0
Master Card,Capital One,5.27543E+15,Robbie V Reilly,336,Oct-13,Oct-18,3,976,136100,0
Visa,Chase,4.42335E+15,Holly G Bolton,168,Dec-16,Dec-17,2,2015,145900,0
Discover,Discover,6.48316E+15,Neda D Oreilly,736,May-08,May-12,8,7293,55700,0
Japan Credit Bureau,JCB,3.56652E+15,Russell O Knapp,329,May-13,May-15,21,3147,116600,1
American Express,American Express,3.78211E+14,Fawn Mcmurray,510,Jun-13,Jun-30,20,9894,29000,0
Diners Club International,Diners Club,3.03981E+13,Roy K Lane,403,Oct-14,Oct-31,16,8603,89500,0
Master Card,U.S. Bancorp,5.4229E+15,Cheree G Westbrook,398,Jun-11,Jun-31,28,3,75100,0
Japan Credit Bureau,JCB,3.53261E+15,Jesse O Bright,316,Dec-12,Dec-31,1,98,175600,0
Discover,Discover,6.44784E+15,Cathleen L Weidner,860,Jul-08,Jul-19,20,6299,118200,0
Japan Credit Bureau,JCB,3.56386E+15,Carl F Clay,781,Jun-11,Jun-22,12,112,21200,0
